borrower_id,age,gender,location,has_mobile_money,has_bank_account,employment_type,monthly_income,months_active,monthly_tx_count,previous_defaults,informal_borrowing_history,default
1078,27,M,Rural,0,1,Informal,8318.205794156003,84,29,0,1,0
1079,41,F,Urban,0,0,Informal,11817.561004264544,81,46,0,1,0
1080,65,M,Rural,1,0,Self-Employed,7569.184520175584,10,32,0,0,0
1081,70,F,Rural,1,0,Informal,14726.000862583856,16,48,0,1,0
1082,74,F,Rural,1,0,Informal,36971.51455569562,19,44,0,0,0
1083,72,M,Rural,0,0,Informal,13412.030312008603,98,40,0,0,0
1084,49,F,Rural,0,0,Informal,10268.255261660957,39,8,0,0,0
1085,29,F,Urban,0,0,Informal,5181.732031765961,64,31,0,1,0
1086,65,F,Rural,0,0,Self-Employed,32179.73224985903,56,4,0,1,0
1087,63,M,Rural,1,1,Informal,10905.994323185816,119,38,0,1,0
1088,74,F,Rural,0,1,Self-Employed,10537.187835186509,22,44,0,0,0
1089,55,F,Rural,0,1,Informal,1883.4740714974191,93,5,1,0,0
1090,26,M,Urban,1,1,Informal,11050.707419180411,14,25,1,1,0
1091,46,F,Rural,1,0,Self-Employed,8876.290600409295,117,6,0,1,0
1092,43,M,Rural,0,0,Self-Employed,2839.0349785599974,68,26,0,1,0
1093,66,F,Urban,0,0,Informal,27003.24031890916,32,22,0,0,0
1094,40,M,Rural,1,0,Self-Employed,7973.103311168433,50,44,0,1,0
1095,36,M,Rural,0,1,Self-Employed,55741.38273481541,87,13,0,0,0
1096,22,F,Urban,1,1,Informal,37932.981509865844,50,37,0,1,0
1097,65,F,Urban,1,1,Self-Employed,6878.116416882381,9,32,2,1,1
1098,61,F,Urban,0,0,Informal,36587.93891523768,37,36,0,0,0
1099,20,F,Rural,1,1,Self-Employed,44376.11978325402,109,48,1,0,0
1100,42,M,Rural,0,0,Informal,7822.774460885046,45,9,2,1,1
1101,45,M,Rural,0,0,Private Sector,5355.5833786228995,59,0,0,0,0
1102,44,M,Rural,1,0,Self-Employed,2181.4373256237923,22,31,0,0,0
1103,70,F,Rural,1,1,Self-Employed,16587.029022197934,4,6,0,0,0
1104,26,M,Urban,1,0,Informal,5615.929023912293,33,22,0,0,0
1105,35,F,Urban,1,0,Self-Employed,16990.630897656974,104,26,1,0,1
1106,28,M,Rural,0,1,Informal,7767.799648232356,65,30,1,0,0
1107,31,M,Rural,1,0,Informal,6556.667387040582,45,0,0,1,0
1108,69,M,Urban,0,0,Informal,7807.4213485152995,63,28,0,0,0
1109,71,M,Rural,1,0,Self-Employed,4325.008868367895,97,38,0,1,0
1110,20,M,Rural,1,0,Self-Employed,7804.535992311071,108,1,0,1,0
1111,54,F,Rural,0,0,Public Sector,6786.786712381988,38,19,0,1,0
1112,31,M,Urban,1,0,Informal,12096.827350240557,100,17,0,0,0
1113,28,F,Urban,0,0,Public Sector,13298.805183887267,96,17,0,0,0
1114,34,F,Rural,0,0,Self-Employed,5193.083563274732,1,22,0,0,0
1115,29,F,Rural,0,0,Public Sector,29515.391673771097,107,7,0,0,0
1116,45,F,Urban,1,0,Self-Employed,10768.366619064871,28,25,0,1,0
1117,74,M,Rural,1,1,Informal,40699.638339914236,92,3,0,0,0
1118,51,M,Urban,0,0,Public Sector,14837.141045142189,106,4,0,1,0
1119,59,M,Rural,1,0,Self-Employed,12930.009888160921,69,26,0,1,0
1120,46,F,Urban,0,0,Self-Employed,8260.501054340803,38,44,0,0,0
1121,18,F,Urban,0,1,Informal,20008.140987417468,102,35,1,0,1
1122,22,M,Urban,0,0,Informal,12567.588108421749,57,16,0,1,0
1123,33,M,Rural,0,1,Informal,24313.70768938599,92,17,0,0,0
1124,31,F,Urban,0,0,Self-Employed,44167.871891389106,81,24,0,0,0
1125,65,F,Rural,1,0,Informal,6839.98426984738,39,1,0,1,0
1126,66,F,Rural,0,0,Public Sector,19986.131122115607,65,33,0,0,0
1127,66,F,Rural,0,0,Informal,19537.98789323541,24,6,0,1,0
1128,54,F,Urban,1,0,Informal,17650.378943810054,1,35,1,0,0
1129,49,F,Rural,0,1,Informal,8651.289480211963,83,18,0,1,0
1130,55,M,Urban,1,0,Informal,8792.460651432992,25,18,0,1,0
1131,41,M,Rural,1,0,Informal,7668.814116614041,62,22,0,1,0
1132,56,F,Rural,0,0,Self-Employed,7548.086426034156,12,6,0,1,0
1133,63,F,Rural,0,0,Private Sector,6247.417345853577,78,11,0,0,0
1134,61,M,Urban,1,1,Informal,11253.395415726358,20,10,0,0,0
1135,52,F,Rural,0,0,Informal,6672.62304848783,30,42,1,1,1
1136,21,M,Rural,1,0,Self-Employed,17335.955226176233,18,8,0,0,0
1137,59,F,Rural,1,0,Informal,12804.939539918445,110,6,0,1,0
1138,38,M,Rural,1,0,Self-Employed,14007.12023798978,75,12,0,0,0
1139,60,F,Rural,0,0,Self-Employed,9830.368565978255,80,21,0,0,0
1140,48,F,Rural,1,0,Public Sector,12927.881833116078,49,30,0,1,0
1141,68,M,Rural,1,1,Informal,10038.319742018897,103,21,0,0,0
1142,37,M,Urban,0,1,Private Sector,22826.044582165487,8,26,0,1,0
1143,71,F,Rural,1,0,Private Sector,8587.917753150483,50,25,1,0,0
1144,66,M,Rural,1,0,Informal,16521.908721068437,10,8,0,0,0
1145,36,M,Rural,1,0,Informal,4302.39124425362,83,0,0,1,0
1146,45,F,Rural,0,0,Informal,21626.67684975327,114,34,0,1,0
1147,48,M,Urban,0,0,Informal,7821.364395341288,92,47,0,1,0
1148,61,M,Rural,0,0,Private Sector,5897.040460519947,19,3,0,0,0
1149,57,M,Rural,1,1,Informal,4919.603902303669,94,45,0,0,0
1150,66,F,Urban,1,1,Informal,4617.856189576239,31,45,0,0,0
1151,39,M,Rural,0,0,Informal,8323.565100794618,42,39,0,0,0
1152,46,M,Urban,1,0,Self-Employed,40575.72097698455,69,28,0,0,0
1153,42,M,Urban,1,0,Public Sector,7312.677172404235,54,16,0,1,0
1154,69,M,Rural,1,0,Self-Employed,2089.512490272428,23,29,1,0,0
1155,35,M,Rural,1,0,Self-Employed,16389.497866189253,64,0,0,1,0
1156,51,M,Rural,1,0,Informal,5017.152252676315,24,14,0,0,0
1157,24,M,Rural,0,0,Self-Employed,23479.173391858258,86,19,2,0,1
1158,66,M,Rural,1,1,Informal,8735.597283018087,9,25,0,0,0
1159,39,F,Rural,0,0,Informal,9826.288678603743,97,13,0,0,0
1160,37,M,Rural,1,0,Self-Employed,31884.38557441274,117,21,0,0,0
1161,51,M,Rural,0,0,Private Sector,20054.455230144402,89,36,1,1,0
1162,46,F,Rural,0,1,Self-Employed,4513.920589412644,73,47,0,0,0
1163,66,F,Urban,0,0,Self-Employed,5077.71245318193,53,41,1,0,1
1164,48,F,Urban,1,0,Informal,2937.1618978259958,64,3,2,0,1
1165,47,M,Rural,0,0,Informal,98184.12048832836,61,29,1,0,1
1166,23,M,Urban,1,0,Self-Employed,6135.5633427881,106,22,0,1,0
1167,19,M,Rural,0,0,Self-Employed,31190.64200934473,16,26,0,1,0
1168,40,M,Urban,0,0,Self-Employed,7992.056204678586,71,39,1,0,0
1169,74,M,Rural,0,0,Self-Employed,5157.145808932666,66,16,0,0,0
1170,70,F,Urban,0,0,Informal,12447.4570284803,32,27,0,0,0
1171,53,M,Rural,0,0,Informal,9420.95417132469,50,44,0,1,0
1172,53,F,Rural,0,0,Informal,23237.502779423117,57,28,0,1,0
1173,40,M,Urban,1,0,Self-Employed,23471.216909929422,5,27,0,0,0
1174,28,M,Rural,1,0,Private Sector,7630.511730756621,57,45,2,1,1
1175,18,F,Rural,0,0,Self-Employed,3866.3240289236833,21,1,0,1,0
1176,37,F,Urban,0,1,Self-Employed,4695.180167812251,48,18,0,1,0
1177,36,M,Urban,1,0,Self-Employed,1970.527662378527,34,24,0,1,0
1178,28,F,Urban,1,1,Informal,9822.73908969014,90,0,0,1,0
1179,32,M,Urban,0,0,Informal,12119.642065474301,115,23,0,0,0
1180,19,M,Urban,1,0,Informal,4903.775368287782,14,46,0,0,0
1181,52,F,Rural,1,0,Private Sector,4451.9706476774945,31,39,0,0,0
1182,70,M,Urban,1,0,Informal,12078.18126609819,19,1,1,0,1
1183,57,M,Urban,1,1,Self-Employed,7379.486141202813,58,43,1,0,0
1184,43,F,Urban,0,0,Informal,10318.357208861104,45,39,0,0,0
1185,41,M,Rural,1,0,Self-Employed,9120.164555253803,55,43,0,1,0
1186,35,M,Rural,1,0,Informal,14928.198169233081,9,6,0,1,0
1187,26,M,Urban,1,1,Private Sector,7783.798924579155,104,44,0,1,0
1188,52,F,Rural,1,0,Informal,8275.276743881515,118,1,0,0,0
1189,50,F,Rural,1,0,Public Sector,2715.0997672175995,109,1,0,0,0
1190,18,M,Urban,1,1,Self-Employed,11751.744236096967,59,17,0,0,0
1191,41,M,Rural,1,0,Informal,13134.221921757979,80,40,1,0,0
1192,33,F,Rural,0,0,Self-Employed,10613.302496082533,6,43,0,1,0
1193,27,M,Rural,1,0,Self-Employed,56471.43634220768,73,31,1,0,0
1194,58,F,Rural,1,0,Informal,13936.21277957431,73,1,0,1,0
1195,47,F,Urban,1,0,Self-Employed,10795.032185056032,88,43,1,0,0
1196,54,M,Rural,1,0,Self-Employed,18239.392926135224,93,13,0,1,0
1197,58,M,Rural,1,0,Self-Employed,66324.44662341094,1,37,0,0,0
1198,73,M,Rural,1,0,Self-Employed,14975.95869422469,49,13,0,0,0
1199,63,M,Rural,1,0,Self-Employed,2065.7245692083434,58,28,0,0,0
1200,53,M,Rural,1,0,Informal,17286.30497431932,58,4,1,1,1
1201,68,F,Rural,0,0,Informal,6054.969775556029,66,49,0,0,0
1202,45,M,Rural,1,0,Informal,2628.1694514864002,84,4,0,1,0
1203,74,F,Rural,1,0,Self-Employed,47575.44296947073,70,47,0,1,0
1204,61,F,Rural,0,0,Informal,40021.82485568045,28,45,2,0,0
1205,55,M,Rural,1,1,Informal,5930.6019060253075,80,7,0,1,0
1206,69,M,Rural,0,0,Self-Employed,5961.742662208266,72,34,0,0,0
1207,47,M,Rural,1,0,Informal,13907.127743057055,24,17,0,1,0
1208,59,F,Rural,1,0,Informal,6026.248350457637,76,15,0,0,0
1209,34,M,Rural,0,0,Self-Employed,10981.464559997954,63,16,0,0,0
1210,72,F,Rural,1,0,Self-Employed,6915.2015283171095,96,11,0,1,0
1211,53,F,Urban,1,0,Self-Employed,8881.281637667926,47,48,0,1,0
1212,62,F,Rural,0,0,Informal,3978.0174624130095,107,2,0,0,0
1213,44,F,Urban,0,1,Self-Employed,23707.37991313363,64,17,0,0,0
1214,67,F,Urban,1,0,Private Sector,32050.05688108249,112,17,1,1,0
1215,22,F,Rural,0,0,Informal,11292.113199660631,13,20,0,1,0
1216,24,F,Rural,1,0,Informal,11884.959858891363,16,15,1,0,1
1217,46,F,Rural,0,0,Informal,20238.633784067315,26,33,0,1,0
1218,59,F,Rural,1,1,Public Sector,12253.218562996675,98,45,0,1,0
1219,64,F,Rural,0,1,Informal,48809.19930847107,61,33,0,1,0
1220,43,M,Rural,1,1,Informal,4268.137038737691,81,11,1,0,1
1221,55,F,Urban,0,0,Self-Employed,24361.920894612354,3,49,0,0,0
1222,49,F,Rural,1,0,Private Sector,11166.361644417315,45,20,0,1,0
1223,72,F,Urban,0,0,Informal,4989.310538120215,43,15,0,0,0
1224,55,M,Urban,0,0,Self-Employed,73842.81561383636,110,34,0,1,0
1225,41,F,Rural,0,1,Private Sector,82469.45847187373,13,48,1,1,0
1226,73,F,Urban,0,0,Informal,10360.20243298416,103,16,0,0,0
1227,24,F,Urban,1,0,Self-Employed,17462.36519520204,44,10,0,0,0
1228,74,M,Rural,0,0,Informal,8392.334388809355,93,39,0,0,0
1229,26,F,Rural,1,0,Informal,9545.137403332497,35,23,0,0,0
1230,34,F,Rural,0,0,Informal,4944.463062531977,7,36,1,1,1
1231,64,F,Rural,0,0,Informal,4393.200363215721,81,22,0,1,0
1232,59,F,Rural,1,1,Informal,53494.973915504444,22,1,1,1,0
1233,73,F,Rural,1,0,Self-Employed,11860.972865975331,18,18,0,0,0
1234,60,F,Rural,0,0,Informal,12739.86008773305,110,42,0,1,0
1235,54,M,Urban,0,0,Informal,6397.153660942155,27,46,0,0,0
1236,37,F,Rural,0,1,Self-Employed,14242.691361977959,117,18,0,1,0
1237,18,M,Rural,1,0,Private Sector,3673.821455924881,42,34,0,1,0
1238,25,F,Rural,1,0,Informal,6588.178301020972,33,4,0,0,0
1239,34,F,Urban,0,0,Informal,4685.384378641747,55,10,0,1,0
1240,20,M,Urban,0,1,Informal,34417.83954645646,34,34,0,0,0
1241,46,M,Rural,0,0,Public Sector,3263.3329012331174,111,2,0,0,0
1242,62,M,Urban,0,1,Self-Employed,4763.083862166475,73,37,0,0,0
1243,72,F,Rural,0,0,Informal,2377.849027930551,89,48,0,0,0
1244,45,F,Urban,0,0,Informal,6002.991095024326,10,3,0,1,0
1245,67,M,Rural,0,0,Self-Employed,8471.0201293737,29,29,0,0,0
1246,74,F,Rural,0,0,Self-Employed,26748.86461369282,71,17,1,1,0
1247,67,M,Urban,0,0,Informal,10243.767325885721,58,32,0,0,0
1248,44,F,Urban,1,0,Informal,8809.213825678846,116,44,0,0,0
1249,36,M,Urban,1,1,Informal,15552.07741251076,87,4,0,1,0
1250,73,M,Rural,0,0,Self-Employed,8584.3882014069,36,33,0,0,0
1251,31,M,Urban,0,0,Private Sector,84115.76599064468,55,9,0,1,0
1252,41,F,Rural,0,0,Informal,7625.249077308136,89,26,0,0,0
1253,22,M,Urban,0,0,Public Sector,17034.439581378545,49,22,0,0,0
1254,63,F,Urban,1,1,Informal,23698.98814985037,63,25,0,0,0
1255,55,M,Rural,1,1,Self-Employed,7452.104852697866,96,38,0,0,0
1256,22,M,Rural,0,0,Public Sector,13965.159106413032,35,30,1,1,0
1257,30,M,Rural,0,0,Self-Employed,8195.550336004626,12,17,0,0,0
1258,49,M,Rural,1,0,Informal,15233.308405090043,50,32,0,1,0
1259,48,F,Rural,1,0,Informal,13263.382984974458,27,29,0,0,0
1260,63,M,Rural,1,0,Self-Employed,10935.794785012695,66,3,0,0,0
1261,33,F,Rural,1,0,Self-Employed,4854.066859291867,102,30,0,0,0
1262,70,M,Rural,1,1,Informal,54337.98729526585,91,16,0,0,0
1263,43,M,Rural,1,0,Self-Employed,19558.05294546572,87,7,1,1,0
1264,64,M,Urban,1,0,Informal,3432.7368017648682,65,26,0,1,0
1265,31,M,Rural,0,0,Informal,8740.540714859399,106,25,0,0,0
1266,20,F,Rural,0,0,Self-Employed,3485.9859028642127,111,36,0,1,0
1267,21,F,Urban,0,1,Informal,22509.395937923386,91,21,1,1,1
1268,39,M,Urban,1,0,Informal,12023.24145400808,14,37,0,0,0
1269,72,F,Rural,1,0,Informal,12274.573732194996,36,14,0,0,0
1270,20,F,Rural,1,0,Public Sector,6236.218228736898,114,30,1,0,0
1271,39,F,Rural,0,0,Informal,9504.986327015375,9,48,1,1,1
1272,24,F,Urban,1,0,Informal,22966.003343445005,66,29,0,1,0
1273,71,F,Urban,0,0,Informal,28472.350199677265,77,34,0,1,0
1274,56,F,Urban,0,0,Informal,24080.553893596087,47,18,0,0,0
1275,61,F,Urban,0,0,Informal,3534.367063607951,84,33,0,0,0
1276,58,F,Rural,1,0,Informal,10542.080401792311,10,41,0,0,0
1277,55,F,Rural,1,1,Informal,14983.033969608146,27,43,0,0,0
1278,62,M,Urban,0,0,Self-Employed,6796.7683390815055,36,45,1,0,1
1279,18,F,Urban,1,1,Informal,3244.8046398851643,21,15,0,1,0
1280,67,F,Rural,0,0,Informal,4370.875312723028,53,42,0,0,0
1281,60,M,Rural,1,0,Self-Employed,40612.97274901384,56,17,1,1,0
1282,60,F,Rural,0,0,Informal,4716.649148779387,112,43,0,0,0
1283,40,F,Urban,0,1,Informal,12709.074745205959,58,0,1,1,1
1284,63,M,Rural,1,1,Private Sector,10796.259488020421,91,45,0,1,0
1285,39,F,Urban,0,0,Self-Employed,10818.335047429286,11,10,0,0,0
1286,20,F,Rural,0,1,Self-Employed,9472.364440792422,8,10,0,0,0
1287,69,F,Urban,0,0,Self-Employed,23001.911868844087,47,27,0,1,0
1288,31,M,Urban,1,1,Private Sector,12588.177271574907,40,25,0,0,0
1289,23,M,Rural,1,0,Informal,7416.772566572897,110,7,0,1,0
1290,53,F,Urban,0,0,Informal,12747.597032898733,59,26,0,1,0
1291,31,M,Urban,1,0,Self-Employed,4402.763427107907,58,40,0,1,0
1292,66,M,Urban,0,0,Informal,17903.986619979707,102,24,0,0,0
1293,43,M,Rural,1,0,Self-Employed,7095.737461157639,103,29,0,0,0
1294,18,M,Urban,0,0,Informal,7430.333952574145,93,42,0,0,0
1295,72,F,Rural,1,0,Informal,18443.384750999958,53,8,0,0,0
1296,47,F,Rural,0,0,Self-Employed,8832.295923112293,26,16,0,0,0
1297,32,F,Rural,1,1,Self-Employed,9239.195389434988,5,44,0,1,0
1298,56,F,Urban,1,0,Self-Employed,31136.224450710357,7,8,0,1,0
1299,48,M,Rural,1,0,Informal,5616.549680907211,98,12,0,1,0
1300,19,M,Rural,0,0,Informal,18228.307224857857,16,13,0,0,0
1301,61,M,Rural,1,1,Self-Employed,26150.987384897773,50,41,0,0,0
1302,40,M,Rural,0,1,Informal,31117.97061623727,60,7,0,1,0
1303,57,M,Rural,1,1,Self-Employed,69789.51206427572,67,18,0,1,0
1304,69,M,Rural,0,0,Self-Employed,7319.598931280541,11,20,0,0,0
1305,52,M,Urban,0,0,Informal,6109.952871469063,63,4,0,1,0
1306,56,M,Rural,1,0,Informal,23524.444865997346,30,5,0,0,0
1307,32,F,Rural,1,0,Self-Employed,25957.50083958037,41,18,0,0,0
1308,31,F,Urban,1,1,Informal,6499.2059522049285,98,4,1,0,0
1309,41,F,Urban,0,0,Informal,18031.339358071622,55,48,0,1,0
1310,66,F,Urban,0,0,Private Sector,108162.3365744219,48,22,1,0,0
1311,47,F,Urban,1,0,Informal,13303.128744255531,2,0,0,1,0
1312,37,M,Urban,0,0,Self-Employed,25612.1480050389,119,30,0,1,0
1313,62,F,Rural,0,0,Informal,43192.10115621292,71,37,0,1,0
1314,66,M,Urban,0,1,Informal,90673.45499822221,90,30,0,0,0
1315,69,M,Urban,1,0,Self-Employed,14892.048778410091,52,28,0,0,0
1316,35,M,Rural,0,0,Informal,33337.889171522205,32,4,0,0,0
1317,58,M,Urban,1,0,Self-Employed,6510.865739241914,33,36,0,0,0
1318,51,M,Urban,0,1,Informal,12480.563098867506,1,48,0,0,0
1319,43,F,Urban,1,0,Self-Employed,8560.047562681024,106,18,0,1,0
1320,40,F,Urban,0,0,Self-Employed,2707.417403106606,63,6,0,1,0
1321,24,F,Rural,0,0,Self-Employed,3393.428299585936,42,10,2,1,0
1322,33,F,Rural,0,0,Informal,17258.31031238703,84,33,0,0,0
1323,49,F,Urban,1,0,Informal,17531.843697232554,16,32,0,0,0
1324,68,M,Urban,0,0,Informal,5317.295781643673,56,44,0,0,0
1325,67,F,Urban,1,1,Public Sector,42528.567056001026,52,20,1,0,1
1326,28,F,Urban,0,0,Self-Employed,5034.3400684717935,108,44,1,0,0
1327,56,M,Urban,1,0,Self-Employed,15030.521404070952,95,13,0,0,0
1328,22,M,Urban,0,0,Informal,8776.486533835845,92,25,0,1,0
1329,56,F,Rural,1,0,Informal,13327.454368121866,31,32,0,0,0
1330,37,F,Urban,1,0,Informal,25105.685633179186,62,13,0,0,0
1331,43,M,Rural,1,0,Informal,22424.213603790307,117,18,0,0,0
1332,58,F,Rural,1,0,Informal,21553.571581618817,3,41,0,0,0
1333,42,M,Rural,1,0,Informal,19460.606219997142,78,28,0,0,0
1334,64,M,Rural,0,0,Informal,4419.701558248818,41,30,0,0,0
1335,48,M,Rural,0,1,Self-Employed,30322.543065405018,89,31,0,1,0
1336,74,M,Rural,0,0,Informal,5238.509081600058,59,39,0,0,0
1337,54,F,Urban,0,1,Informal,11239.568487828607,84,48,0,1,0
1338,34,M,Urban,1,0,Self-Employed,9236.898686988945,30,19,0,1,0
1339,62,F,Rural,1,1,Self-Employed,16189.556284397366,106,17,1,1,0
1340,41,M,Urban,1,0,Informal,8301.992359795204,100,45,0,0,0
1341,48,F,Rural,1,0,Self-Employed,10777.485003708985,76,23,0,1,0
1342,25,F,Rural,0,0,Informal,44672.681251121634,51,46,0,1,0
1343,24,F,Rural,0,0,Self-Employed,4340.827629177419,19,44,1,0,0
1344,50,F,Rural,0,1,Public Sector,12210.479776494474,25,36,0,0,0
1345,28,F,Urban,0,0,Informal,5017.6715680346515,48,36,0,1,0
1346,74,F,Rural,1,0,Self-Employed,20983.731312820586,93,47,0,0,0
1347,66,F,Urban,0,0,Informal,6840.663134780448,113,13,0,0,0
1348,57,F,Rural,1,0,Informal,12617.653170000256,73,22,0,0,0
1349,59,M,Urban,0,0,Informal,4239.883444227699,112,27,0,0,1
1350,51,M,Urban,1,1,Informal,34380.8454643495,24,9,0,0,0
1351,21,M,Rural,1,0,Informal,12968.192907573657,89,25,0,0,0
1352,40,M,Rural,1,0,Informal,13660.113157472257,64,32,0,1,0
1353,46,M,Rural,1,0,Informal,23748.44425438826,17,25,0,1,0
1354,70,M,Rural,1,0,Informal,4495.78776163518,83,32,0,1,0
1355,30,F,Rural,1,0,Informal,7480.127815310722,108,5,0,0,0
1356,46,M,Rural,0,0,Informal,14017.563172727878,54,24,0,0,0
1357,37,F,Urban,0,0,Informal,2988.217488326089,31,46,1,1,1
1358,25,M,Urban,1,0,Informal,3256.2179318667213,36,13,0,0,0
1359,23,F,Rural,1,0,Self-Employed,6342.40393462235,72,22,0,1,0
1360,38,M,Rural,0,0,Private Sector,4910.960834816617,83,31,0,0,0
1361,22,M,Rural,1,0,Informal,9292.215892849441,26,31,0,0,0
1362,21,M,Rural,0,1,Informal,18582.372935401723,82,9,0,0,0
1363,37,F,Urban,1,0,Public Sector,22290.754322350083,89,5,0,0,0
1364,29,M,Rural,1,0,Self-Employed,52028.73932275721,3,37,0,0,0
1365,49,F,Rural,1,0,Private Sector,12015.147810550232,46,26,0,0,0
1366,19,M,Rural,1,1,Self-Employed,13842.654973548506,28,45,0,0,0
1367,35,F,Rural,0,1,Self-Employed,11993.481294595971,95,49,0,0,0
1368,43,M,Rural,0,0,Informal,15807.465654037282,77,8,0,0,0
1369,72,F,Rural,1,1,Informal,16826.611534873653,64,18,2,1,1
1370,54,M,Urban,0,1,Self-Employed,25583.86639914672,27,41,0,1,0
1371,68,M,Rural,1,0,Self-Employed,25503.97513671583,58,14,0,1,0
1372,37,M,Urban,1,1,Self-Employed,18536.80740112223,115,9,1,0,0
1373,43,M,Rural,0,0,Private Sector,40952.21846368606,119,7,1,1,1
1374,41,M,Urban,0,0,Informal,12499.309142202559,20,25,0,0,0
1375,68,F,Rural,0,1,Informal,7500.829144321248,58,19,0,0,0
1376,72,M,Rural,1,0,Public Sector,8549.148478027253,90,46,0,0,0
1377,72,M,Urban,1,1,Self-Employed,11241.360172047554,36,48,0,0,0
1378,60,F,Urban,1,1,Self-Employed,5141.576073850105,119,4,0,0,0
1379,46,M,Rural,0,0,Self-Employed,7490.036551247103,56,45,0,1,0
1380,48,M,Rural,1,0,Private Sector,4915.52037921225,42,4,0,0,0
1381,73,F,Urban,0,0,Informal,16109.931348430044,113,35,0,0,0
1382,34,F,Urban,1,0,Informal,16237.519870682161,72,47,1,1,0
1383,37,F,Urban,1,0,Informal,2971.7045329696125,8,17,0,1,0
1384,69,M,Rural,1,0,Informal,7250.003936646625,13,7,0,0,0
1385,40,F,Rural,1,0,Self-Employed,52689.63743930374,117,3,0,1,0
1386,31,M,Rural,0,0,Informal,20248.72305786952,74,17,0,1,0
1387,49,F,Rural,0,0,Self-Employed,17597.14950320806,104,47,0,0,0
1388,36,F,Rural,0,1,Informal,7191.25080156722,118,22,0,0,0
1389,68,F,Urban,0,0,Self-Employed,15395.7849849052,89,20,0,1,0
1390,69,M,Rural,1,0,Informal,12093.399304542083,116,0,0,0,0
1391,35,M,Urban,0,1,Self-Employed,6468.023921033837,114,33,0,0,0
1392,48,F,Urban,0,0,Informal,8241.943175485147,50,9,0,1,0
1393,74,F,Urban,0,0,Informal,8391.883522879305,77,34,0,0,0
1394,60,F,Rural,1,1,Informal,3718.5325611132307,98,41,0,0,0
1395,30,F,Rural,1,0,Self-Employed,4243.608267413127,113,38,0,0,0
1396,51,F,Rural,0,0,Self-Employed,10430.06707527871,99,25,0,0,0
1397,53,M,Rural,1,0,Private Sector,6208.189163489073,97,32,0,0,0
1398,55,M,Rural,1,0,Public Sector,9617.008189316413,39,19,0,1,0
1399,19,M,Rural,1,0,Informal,3386.3256453703507,52,35,0,0,0
1400,35,M,Rural,0,0,Informal,23227.30513544196,98,34,0,1,0
1401,66,M,Rural,1,0,Informal,64628.227894739226,16,9,0,0,0
1402,31,F,Urban,0,0,Informal,27831.937884534058,20,16,0,1,0
1403,35,F,Urban,0,0,Informal,30225.788461852913,94,38,0,1,0
1404,36,F,Rural,1,0,Public Sector,20189.561730772082,117,21,0,1,0
1405,28,M,Urban,1,0,Public Sector,15130.86049121112,50,11,0,0,0
1406,26,F,Rural,0,0,Informal,13111.452002396789,103,49,1,0,1
1407,37,F,Rural,1,1,Self-Employed,5886.410776351466,43,43,0,1,0
1408,67,F,Urban,1,1,Self-Employed,21249.053118921496,61,38,1,0,0
1409,18,F,Rural,1,1,Informal,20263.76844589578,116,21,2,0,0
1410,34,F,Rural,1,0,Public Sector,8447.411452200338,46,27,0,0,0
1411,21,F,Rural,0,1,Private Sector,18635.54899227128,106,47,0,1,0
1412,50,M,Rural,1,0,Private Sector,7022.445268413273,113,26,0,1,0
1413,32,F,Urban,0,0,Self-Employed,7389.5248130276,88,41,0,0,0
1414,63,M,Rural,1,0,Informal,22745.151588925593,9,42,1,0,0
1415,51,M,Rural,0,0,Informal,17265.144032923425,115,40,1,0,1
1416,62,M,Rural,0,1,Private Sector,10162.579086740121,60,30,0,1,0
1417,54,F,Rural,1,0,Informal,9263.989640803231,35,17,0,0,0
1418,42,F,Rural,0,0,Informal,14070.577652395712,58,16,0,0,0
1419,67,F,Urban,1,1,Informal,2817.774213933501,53,40,0,0,0
1420,45,M,Urban,0,0,Informal,6672.884279482214,46,20,1,1,1
1421,72,M,Rural,0,0,Informal,4446.780877271521,81,12,0,1,0
1422,74,F,Urban,1,1,Self-Employed,12351.162405827603,14,9,0,1,0
1423,51,M,Rural,1,0,Self-Employed,29229.032966369363,76,30,0,0,0
1424,56,F,Rural,0,1,Informal,17921.38517064254,30,47,0,0,0
1425,32,M,Rural,0,1,Informal,8126.004505016256,95,18,0,0,0
1426,64,F,Rural,1,1,Self-Employed,6951.727928081244,117,32,0,1,0
1427,56,F,Urban,1,0,Self-Employed,6693.752360814827,57,15,0,1,0
1428,69,F,Urban,1,0,Public Sector,60579.795221215485,97,19,0,0,0
1429,33,M,Rural,0,0,Self-Employed,12919.238586100377,39,20,0,1,0
1430,62,F,Rural,0,0,Informal,14354.57172645757,100,17,0,0,0
1431,44,F,Urban,0,0,Self-Employed,2259.9982201046464,64,42,0,0,0
1432,28,F,Rural,0,0,Self-Employed,4756.522618479765,61,45,0,1,0
1433,27,F,Rural,0,0,Self-Employed,11809.758969106617,13,13,0,0,0
1434,50,M,Urban,1,0,Self-Employed,8213.162668565341,79,18,1,0,0
1435,36,F,Urban,0,0,Informal,13608.766635461654,95,0,0,0,0
1436,23,M,Urban,1,0,Informal,13466.038151051209,61,37,0,1,0
1437,42,M,Rural,0,1,Self-Employed,19779.173171105584,19,35,0,1,0
1438,55,F,Rural,1,0,Informal,2742.687867960034,81,41,0,0,0
1439,36,F,Rural,0,0,Self-Employed,5053.519139283855,75,27,0,1,0
